item_id,app_name,genres
31900,Nancy Drew®: The Creature of Kapu Cave,Adventure
31920,Nancy Drew®: The Phantom of Venice,Adventure
31930,Nancy Drew®: The White Wolf of Icicle Creek,Adventure
35800,BRAINPIPE: A Plunge to Unhumanity,Casual
31170,Tales of Monkey Island Complete Pack,Adventure
21660,Street Fighter® IV,Action
6080,Thrillville®: Off the Rails™,Action
6010,Indiana Jones® and the Fate of Atlantis™,Adventure
6090,Armed and Dangerous®,Action
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Action
32310,Indiana Jones® and the Last Crusade™,Adventure
32330,LEGO® Indiana Jones™: The Original Adventures,Action
32360,The Secret of Monkey Island: Special Edition,Adventure
35300,Warfare,Strategy
35310,Clutch,Action
31980,Nancy Drew®: Ransom of the Seven Ships,Adventure
31990,Nancy Drew®: Ransom of the Seven Ships Demo,Adventure
10140,3D Ultra™ Minigolf Adventures,Sports
10100,King's Quest™ Collection,Adventure
10130,TimeShift™,Action
10110,Space Quest™ Collection,Adventure
1256,Killing Floor Outbreak Character Pack,Action
10120,Aces of the Galaxy™,Action
33520,Tropico Reloaded,Simulation
3610,Mystery P.I. - Lost in Los Angeles,Casual
21680,Bionic Commando: Rearmed,Action
21670,Bionic Commando,Action
21030,Watchmen: The End is Nigh Part 2,Action
36000,Foreign Legion: Buckets of Blood,Action
32370,STAR WARS™ - Knights of the Old Republic™,Adventure
29180,Osmos,Indie
38410,Fallout 2: A Post Nuclear Role Playing Game,RPG
38420,Fallout Tactics: Brotherhood of Steel,Strategy
38430,Kingpin — Life of Crime,Action
38440,Sacrifice,Action
35050,Mini Ninjas Demo,Action
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Adventure
37960,Jewel Quest Pack,Casual
38000,Mahjong Quest Collection,Casual
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Adventure
13570,Tom Clancy's Splinter Cell Chaos Theory®,Action
34420,XIII Century – Gold Edition,Strategy
43100,World of Zoo,Simulation
35000,Mini Ninjas,Action
39392,Freeze Tag Fun Pack #2,Casual
39391,Freeze Tag Fun Pack #1,Casual
37600,Windosill,Adventure
24029,Train Simulator: Colton & Northern Route Add-On,Simulation
32140,Midnight Mysteries,Adventure
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Adventure
32770,Joint Operations: Combined Arms Gold,Action
208306,Train Simulator: US Loco & Asset Pack,Simulation
37300,DinerTown Tycoon,Simulation
208300,Train Simulator: European Loco & Asset Pack,Simulation
40300,Risen,RPG
35070,Flora's Fruit Farm,Casual
10606,Empire: Total War™ - The Warpath Campaign,Strategy
40700,Machinarium,Adventure
24840,Medal of Honor: Airborne,Action
24870,Need for Speed: Shift,Racing
41500,Torchlight,RPG
24800,Command & Conquer: Red Alert 3 - Uprising,Strategy
901735,The Stronghold Collection,Strategy
42800,East India Company: Privateer,Strategy
39560,Painkiller: Resurrection,Action
39550,SpellForce 2 - Anniversary Edition,RPG
40330,Secret Files: Tunguska,Adventure
40320,Rush for Berlin Gold,Strategy
31200,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Adventure
3130,Men of War: Red Tide,Strategy
41100,Hammerfight,Action
39540,SpellForce - Platinum Edition,Action
34640,Massive Assault: Phantom Renaissance,Strategy
34630,Massive Assault,Strategy
42200,Nancy Drew® Dossier: Resorting to Danger!,Pending classification
41000,Serious Sam HD: The First Encounter,Action
40340,Secret Files 2: Puritas Cordis,Adventure
17450,Dragon Age: Origins,RPG
37100,Aztaka,Action
37500,Magnetis,Indie
42810,For The Glory: A Europa Universalis Game,Strategy
10180,Call of Duty®: Modern Warfare® 2,Action
32440,LEGO® Star Wars™ - The Complete Saga,Adventure
11450,Overlord™,RPG
12710,Overlord™: Raising Hell,RPG
24790,Command & Conquer 3: Tiberium Wars,Strategy
29120,Yumsters 2: Around the World,Indie
24810,Command & Conquer 3: Kane's Wrath,Strategy
41800,Gratuitous Space Battles,Indie
45300,Wings of Prey,Simulation
41900,The Bard's Tale,Action
35420,Defence Alliance 2,Action
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Action
25806,Europa Universalis III: Heir to the Throne,Pending classification
22370,Fallout 3: Game of the Year Edition,RPG
41802,Gratuitous Space Battles: The Tribe,Strategy
38080,Build-A-Lot,Simulation
38090,Build-A-Lot 2: Town of the Year,Simulation
38100,Build-A-Lot 3: Passport to Europe,Simulation
38070,Coconut Queen,Casual
38210,Roogoo,Casual
45700,Devil May Cry 4,Action
46410,Avencast: Rise of the Mage,Action
38110,Build-A-Lot 4: Power Source,Simulation
17570,"Pirates, Vikings, and Knights II",Action
38130,Farm Frenzy 2,Casual
38160,Farm Frenzy 3: American Pie,Casual
38150,Farm Frenzy 3,Casual
38120,Farm Frenzy,Casual
38140,Farm Frenzy: Pizza Party,Casual
36300,Cake Mania Main Street™,Casual
36310,Westward® IV: All Aboard,Strategy
36320,Iron Roses,Adventure
37030,UFO: Extraterrestrials Gold,Strategy
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,Adventure
34180,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,Sports
44100,Super Laser  Racer,Action
25960,Hearts of Iron III: Soviet Infantry Pack DLC,Strategy
46250,NecroVisioN: Lost Company,Action
38180,Cradle of Persia,Casual
10695,Aliens vs. Predator Swarm Map Pack,Action
41050,Serious Sam Classic: The First Encounter,Action
24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On,Simulation
48700,Mount & Blade: Warband,Action
39900,Coniclysm,Action
49900,Plain Sight,Action
42120,Lead and Gold: Gangs of the Wild West,Action
12220,Grand Theft Auto: Episodes from Liberty City,Action
45730,Dark Void™ Zero,Action
45400,Fortix,Indie
49600,Beat Hazard,Action
901399,Sam & Max: The Devil’s Playhouse,Adventure
43500,M.U.D. TV,Simulation
45302,Wings of Luftwaffe Add-on,Simulation
40930,The Misadventures of P.B. Winterbottom,Adventure
39640,AquaNox 2: Revelation,Action
39630,AquaNox,Action
23150,Fluttabyes,Casual
50940,Hidden Expedition: Titanic,Casual
50920,Hidden Expedition: Amazon,Casual
34178,Napoleon: Total War™ - Coalition Battle Pack,Strategy
37340,Fitness Dash™,Casual
37390,Gemini Lost™,Casual
37310,DinerTown Detective Agency™,Casual
37360,Mahjong Roadshow™,Casual
49000,Hotel Dash™ Suite Success™,Casual
37330,Nightshift Legacy: The Jaguar's Eye™,Casual
37320,The Nightshift Code™,Casual
37370,TriJinx: A Kristine Kross Mystery™,Casual
37380,Valerie Porter and the Scarlet Scandal™,Casual
19080,Biozone,Action
31700,Iron Grip: Warlord,Action
19030,Rocket Knight,Action
50820,Max and the Magic Marker,Indie
49800,Flight of the Icarus,Action
33650,Puzzler World,Casual
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Action
33660,Ziro,Casual
34281,Altered Beast™,Action
34272,Comix Zone™,Action
34270,SEGA Mega Drive and Genesis Classics,Action
34276,Golden Axe™,Action
34274,Ecco the Dolphin™,Action
34275,Gain Ground™,Strategy
34277,Shinobi™ III: Return of the Ninja Master,Action
34273,Crack Down™,Action
34280,VectorMan™,Action
34278,Sonic 3D Blast™,Pending classification
34282,Shadow Dancer™,Action
34279,Space Harrier™ II,Action
34010,Alpha Protocol™,Action
22610,Alien Breed: Impact,Action
22440,Fallout 3 - Point Lookout,RPG
18508,Defense Grid: Resurgence Map Pack 1,Strategy
22430,Fallout 3 - Mothership Zeta,RPG
22410,Fallout 3 - Broken Steel,RPG
22420,Fallout 3 - The Pitt,RPG
630,Alien Swarm,Action
22400,Fallout 3 - Operation Anchorage,RPG
24780,SimCity™ 4 Deluxe Edition,Simulation
33670,Disciples III - Renaissance Steam Special Edition,Strategy
40420,Tidalis,Casual
34920,Razor2: Hidden Skies,Action
48136,The Settlers 7: Uncharted Land Map Pack,Strategy
46720,Dimensity,RPG
28000,Kane & Lynch 2: Dog Days,Action
39680,The Guild II Renaissance,Simulation
25962,Hearts of Iron III DLC: German II Spritepack,Strategy
24634,Trainz Simulator DLC: Blue Comet,Simulation
63900,Fantasy Wars,Strategy
50130,Mafia II,Action
24075,Train Simulator: Network Southeast Class 47 Loco Add-On,Simulation
47540,Puzzle Quest 2,RPG
50510,Burn Zombie Burn!,Action
25760,Madballs B*D*I Clan Skins,Indie
25763,Madballs Scorched Evolution Skin Rollup,Indie
25762,Madballs BDI Evolution Skin Rollup,Indie
25764,Madballs Holiday Skin Rollup,Indie
42980,Victoria I Complete,Strategy
48800,Ship Simulator Extremes,Simulation
22600,Worms Reloaded,Strategy
46770,Making History II: The War of the World,Indie
65700,Arma 2: British Armed Forces,Action
42960,Victoria II,Strategy
27930,Booster Trooper Demo,Pending classification
25761,Madballs Scorched Clan Skins,Indie
28010,Kane & Lynch 2: The Doggie Bag,Action
28012,Kane & Lynch 2: Multiplayer Masks Pack,Action
24640,Trainz: Classic Cabon City,Simulation
28011,Kane & Lynch 2: Alliance Weapon Pack,Action
4850,Cossacks: Back to War,Strategy
57640,Broken Sword: Director's Cut,Adventure
62100,Chime,Casual
50145,Mafia II DLC: Jimmy's Vendetta,Action
34841,Sniper: Ghost Warrior - Map Pack,Action
70300,VVVVVV,Action
48137,The Settlers 7: Conquest - The Empire Expansion DLC,Strategy
57300,Amnesia: The Dark Descent,Action
70400,Recettear: An Item Shop's Tale,RPG
46600,Swarm Arena,Action
34314,Super Thunder Blade™,Action
34310,Galaxy Force II™,Action
70100,Hacker Evolution,Simulation
70110,Hacker Evolution: Untold,Indie
38600,Faerie Solitaire,Casual
57620,Patrician IV - Steam Special Edition,Strategy
34284,Bonanza Bros.™,Action
63910,King's Bounty: Crossworlds,RPG
24082,Train Simulator: Green & Gold HST DMU Add-On,Simulation
8930,Sid Meier's Civilization® V,Strategy
49310,Commander: Conquest of the Americas - Colonial Navy,Strategy
41060,Serious Sam Classic: The Second Encounter,Action
70900,Star Ruler,Indie
9940,Blade Kitten,Action
22650,Alien Breed 2: Assault,Action
901553,Serious Sam HD: Gold Edition,Action
50620,Darksiders™,Action
2840,X: Beyond the Frontier,Simulation
42920,The Kings' Crusade,Strategy
29700,Guild Wars: Eye of the North®,Action
2850,X: Tension,Simulation
61510,Age of Wonders II: The Wizard's Throne,RPG
70200,Governor of Poker 2,Adventure
70210,Governor of Poker 2 - Premium Edition,Adventure
61520,Age of Wonders Shadow Magic,RPG
61500,Age of Wonders,RPG
47790,Medal of Honor™,Action
46450,Grotesque Tactics: Evil Heroes,Indie
45750,Lost Planet® 2,Action
57800,Doc Clock: The Toasted Sandwich of Time,Adventure
22380,Fallout: New Vegas,Action
67000,The Polynomial - Space of the music,Action
80300,Puzzle Bots,Adventure
50000,Nimbus,Indie
16868,Civilization V - Babylon (Nebuchadnezzar II),Strategy
18040,DeathSpank,Action
71115,Virtua Fighter™ 2,Action
34317,Columns™ III,Casual
71114,Sword of Vermilion™,RPG
71112,Golden Axe™ II,Action
71113,Sonic The Hedgehog,Action
71111,Flicky™,Pending classification
71110,ESWAT™: City Under Siege,Action
34319,Ecco™: The Tides of Time,Adventure
34318,Decap Attack™,Pending classification
34316,Bio-Hazard Battle™,Action
34315,Alien Storm,Action
6120,Shank,Action
35460,The Ball,Action
32500,STAR WARS™: The Force Unleashed™ II,Action
62000,Flight Control HD,Action
33570,Patrician III,RPG
63700,BIT.TRIP BEAT,Action
46362,Theatre of War 2 - Battle for Caen,Simulation
49320,Woody Two-Legs: Attack of the Zombie Pirates,Casual
72400,Clones,Adventure
42964,Victoria II: Interwar Spritepack,Strategy
43011,Front Mission Evolved: Wanzer Pack 2,Action
33980,Pound of Ground,Action
65710,Pat & Mat,Casual
33990,Alternativa,Adventure
33950,Fish Fillets 2,Casual
65400,Archon Classic,Strategy
42700,Call of Duty®: Black Ops,Action
38923,Rhythm Zone Tornado Visualizer DLC,Indie
72500,Arcadia,Casual
15740,Oddworld: Munch's Oddysee,Action
38924,Rhythm Zone DJ Table Visualizer DLC,Indie
15750,Oddworld: Stranger's Wrath HD,Action
45500,Clickr,Casual
31290,Back to the Future: The Game,Adventure
12100,Grand Theft Auto III,Action
12120,Grand Theft Auto: San Andreas,Action
35135,Lara Croft GoL: Raziel and Kain Character Pack,Action
35137,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,Action
35138,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,Action
35136,Lara Croft GoL: All the Trappings - Challenge Pack 1,Action
12110,Grand Theft Auto: Vice City,Action
33390,Zeit²,Action
92300,A.R.E.S.: Extinction Agenda,Action
80000,APOX,Action
47780,Dead Space™ 2,Action
51060,Drawn®: The Painted Tower,Adventure
65080,Kaptain Brawe: A Brawe New World,Adventure
71168,Wonder Boy III: Monster Lair,Action
63200,Monday Night Combat,Action
60340,Luxor: 5th Passage,Action
71116,Alien Soldier,Action
71161,Shining in the Darkness,RPG
71119,Light Crusader,RPG
71118,Landstalker: The Treasures of King Nole,RPG
71117,Gunstar Heroes,Action
71166,ToeJam & Earl,Adventure
71165,Streets of Rage 2,Action
71163,Sonic The Hedgehog 2,Action
71164,Streets of Rage,Action
71162,Sonic 3 &  Knuckles,Action
71160,Shining Force II,RPG
71120,Shining Force,RPG
47890,The Sims™ 3,Simulation
48802,Ship Simulator Extremes: Sigita Pack,Simulation
47896,The Sims™ 3 Fast Lane Stuff,Simulation
47892,The Sims™ 3 World Adventures,Simulation
47894,The Sims™ 3 Late Night,Simulation
47893,The Sims™ 3 Ambitions,Simulation
47895,The Sims™ 3 High-End Loft Stuff,Simulation
42000,Trino,Casual
47570,Mishap 2: An Intentional Haunting - Collector's Edition,Casual
47897,The Sims™ 3 Outdoor Living Stuff,Simulation
57700,Who's That Flying?!,Action
63660,Myst: Masterpiece Edition,Adventure
90504,Guardians of Graxia: Elves & Dwarves,Strategy
7520,Two Worlds II HD,RPG
99200,YOU DON’T KNOW JACK®,Casual
9930,Test Drive Unlimited 2,Racing
24449,King Arthur: The Druids,RPG
41814,Gratuitous Space Battles: Galactic Conquest,Strategy
42925,The Kings' Crusade: New Allies,Strategy
57650,DUNGEONS - Steam Special Edition,RPG
40407,AI War: Light of the Spire,Indie
33770,Drakensang: The River of Time,RPG
47800,RISK™: Factions,Strategy
18408,Crazy Machines 2: Time Travel Add-On,Casual
63710,BIT.TRIP RUNNER,Action
55100,Homefront,Action
80200,Fate of the World,Casual
92400,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),Indie
56436,"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack",Pending classification
56435,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",Strategy
56433,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",Strategy
56432,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",Strategy
56431,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",Strategy
39120,RIFT,Free to Play
56437,"Warhammer 40,000: Dawn of War II: Retribution",Strategy
94000,Dinner Date,Indie
56434,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",Strategy
92700,Shadow Harvest: Phantom Ops,Action
73012,Cities in Motion: Design Classics,Simulation
48803,Ship Simulator Extremes: Ferry Pack,Simulation
56536,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",Strategy
44620,STCC The Game 2 – Expansion Pack for RACE 07,Racing
91200,Anomaly: Warzone Earth,Action
46790,Armada 2526,Strategy
73170,Darkest Hour: A Hearts of Iron Game,Strategy
57655,Dungeons: Into the Dark DLC Pack,Strategy
70000,Dino D-Day,Action
57730,Patrician IV: Rise of a Dynasty,Strategy
620,Portal 2,Action
42918,Magicka: Vietnam,Action
91600,Sanctum,Action
73020,Majesty 2 Collection,Strategy
56482,"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",Strategy
56438,Dawn of War II: Retribution – The Last Stand,Strategy
56481,"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",Strategy
98200,Frozen Synapse,Indie
56480,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",Strategy
72905,Winter Voices Episode 4: Amethyst Rivers,Adventure
22450,Hunted: The Demon’s Forge™,Action
42140,Hamilton's Great Adventure,Adventure
47898,The Sims™ 3 Generations,Simulation
73181,Cities in Motion: Tokyo,Simulation
73031,Magicka: Nippon,Action
9992,Ghostbusters: Sanctum of Slime Challenge Pack DLC,Action
46490,Still Life 2,Adventure
46480,Still Life,Adventure
42718,Call of Duty®: Black Ops Escalation Content Pack,Action
39160,Dungeon Siege III,Action
57900,Duke Nukem Forever,Action
102700,A.V.A. Alliance of Valiant Arms™,Action
9880,Champions Online,Free to Play
99900,Spiral Knights,Action
22520,Spectromancer - Truth & Beauty,Strategy
73014,Cities in Motion: Design Now,Simulation
7530,Two Worlds II Castle Defense,Strategy
95700,The Cat and the Coup,Indie
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,Strategy
91810,Ancients of Ooga,Indie
49604,Beat Hazard Ultra,Action
98210,Frozen Synapse: Soundtrack,Strategy
97000,Solar 2,Indie
46760,Ironclads: Schleswig War 1864,Strategy
46830,Ironclads: Anglo Russian War 1866,Strategy
73035,Magicka: Final Frontier,Action
46840,Ironclads: Chincha Islands War 1866,Strategy
21100,F.E.A.R. 3,Action
73037,Magicka: Frozen Lake,Action
73036,Magicka: The Watchtower,Action
24635,Trainz Simulator DLC: The Duchess,Simulation
901679,Magicka: Party Robes,Action
25810,Europa Universalis III: Western - AD 1400 Spritepack,Strategy
99100,Dungeons and Dragons: Daggerdale,Action
44660,RETRO – Expansion Pack for RACE 07,Racing
90209,Farming Simulator 2011 Equipment Pack 2,Simulation
25809,Europa Universalis III: Eastern - AD 1400 Spritepack,Strategy
42903,Hearts of Iron III: For the Motherland,Strategy
22631,Worms Reloaded: Puzzle Pack,Strategy
22634,Worms Reloaded: Retro Pack,Strategy
22633,Worms Reloaded: Time Attack Pack,Strategy
